feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,classification
0.543887,-0.14926864,-0.33672586,0.7227232,0.37731376,-0.22290388,-0.5232708,-0.15825512,-0.09766885,-0.09373658,0
-0.22718884,0.26451227,0.3825291,0.23149592,0.25596306,0.705827,-0.8625961,0.06681954,0.4235215,-0.7610577,0
-0.13388972,0.056683753,-0.012237819,-0.64054465,-0.3104854,0.013184719,0.21669708,0.016179444,-0.11505082,0.3524605,1
0.0336095,0.67943716,0.42478296,-0.037239805,0.36664486,0.73880243,-0.8631311,-0.22294876,0.12865093,-0.7928057,0
-0.28586087,0.655522,0.39183706,0.10905635,0.41238847,0.67174613,-0.86164975,0.15006946,0.5215269,-0.7287704,0
-0.683409,0.026760446,0.5357465,-0.5504937,0.011001514,-0.7467908,-0.14301176,-0.028151428,0.6166075,0.00322522,1
-0.36855233,0.7053026,0.40495482,-0.09010177,0.3433781,0.7533174,-0.89026755,-0.2022491,0.52236146,-0.74789935,0
-0.30309936,0.63484836,0.38124174,0.12602742,0.40138355,0.6638789,-0.86506295,0.19070114,0.5347415,-0.71939033,0
0.68483055,-0.7758795,0.006318101,0.48069924,-0.24579822,-0.5634277,0.20166439,0.03266646,-0.19279914,0.291481,0
-0.045947485,0.11369695,-0.10827288,-0.5940394,-0.3192499,-0.3757266,0.52204466,-0.08422199,0.41008523,-0.31194875,1
0.020916676,0.01621209,-0.56749475,0.20905687,0.14263757,-0.79440254,0.93079805,-0.14712268,0.20395687,0.78828526,0
0.49209985,-0.2500231,-0.3296053,0.810056,0.42695048,-0.13582242,-0.45518142,0.0045994474,0.005520143,0.09098029,0
-0.20744969,0.21766351,-0.27773294,-0.47111648,-0.33699796,0.3123134,0.35745525,-0.23920931,-0.27455774,0.4461544,1
-0.19959262,-0.25806984,-0.41676632,-0.6204519,-0.35738665,-0.306553,0.7695732,-0.79585874,0.765564,0.16795583,1
-0.6077583,0.39997292,-0.013326544,-0.8939462,-0.2872119,-0.32879522,0.44822526,-0.5592111,0.7310379,-0.20482962,0
0.028686833,-0.6157879,0.69877326,-0.43420538,-0.11969473,0.20265299,0.12508178,0.38537818,-0.029939607,-0.25710058,1
-0.57153314,-0.15150237,-0.34973955,-0.77126145,-0.38871485,-0.6544497,0.85083264,-0.4508418,0.70015645,0.6191614,0
0.06509242,-0.5276272,0.67365015,-0.5264682,-0.11484253,0.17920014,0.18161651,0.28815198,-0.14479646,-0.2327658,1
-0.30405155,0.36102378,0.5539861,0.14972624,0.34684718,0.6902625,-0.86142725,-0.054891184,0.47598955,-0.78860617,0
-0.1976123,0.5251223,0.47272804,0.039767437,0.3635514,0.7080682,-0.831584,0.16216092,0.3967604,-0.71699154,0
-0.15496765,-0.09914719,0.2182086,-0.69769716,-0.2703916,-0.199659,0.07392511,0.0989565,-0.0025662554,0.26587406,1
-0.46851805,0.1908621,-0.33198524,-0.5802585,-0.3196841,0.15612641,0.31366768,-0.33795786,-0.23505247,0.59630793,1
-0.337717,0.699055,0.13054174,0.2675457,0.41958934,0.6823021,-0.9069456,-0.012963119,0.6752481,-0.8004788,0
-0.23055592,0.17553936,-0.15510663,-0.5122484,-0.29223707,0.20214303,0.17008339,-0.10253631,-0.22794881,0.37161568,1
-0.68259263,0.028516522,0.2316757,-0.6664476,-0.19064313,-0.48875055,0.5936667,-0.023539012,0.5258556,0.38154718,0
-0.18639798,0.46018878,0.34858763,0.0062218728,0.18817802,0.7277692,-0.8675613,0.14933674,0.5242533,-0.7596649,0
-0.46230292,0.06578128,-0.41517904,-0.7845419,-0.5202597,-0.26448837,0.7366305,-0.57026196,0.36183453,0.6228578,1
-0.26198524,0.2190755,-0.23425756,-0.45606187,-0.2834334,0.20045252,0.176374,-0.15772645,-0.25299186,0.4145331,1
0.17351516,0.43509144,0.5002068,-0.008578558,0.16937445,0.77581567,-0.830854,-0.23514684,0.023000319,-0.72239137,0
-0.058645528,0.21550365,-0.33925956,-0.47762415,-0.35436416,0.2777305,0.3276614,-0.14133939,-0.28382784,0.4151293,1
-0.026997736,-0.037849966,0.045072332,-0.70698583,-0.33879793,-0.1708836,0.32567194,0.10178108,0.026022257,0.34845525,1
0.16125351,0.87474835,0.018871957,-0.5946948,-0.3166508,-0.13465096,0.11845572,-0.5051395,0.5974576,-0.86936855,0
-0.13857101,-0.088901736,0.30943385,-0.74406517,-0.24790971,-0.0657155,0.18782644,0.14362581,0.0009482173,0.20359248,1
-0.19764224,0.42451194,0.56021714,-0.13266604,0.34606576,0.7414189,-0.8182037,-0.17948805,0.13726349,-0.77283823,0
-0.01826913,-0.29147518,0.19988818,-0.3961944,-0.2574897,-0.41809583,0.2526164,0.042900275,-0.21518381,0.36739847,1
-0.3428339,0.604141,0.35549155,0.16530888,0.38801822,0.65561515,-0.8719937,0.2337338,0.56112397,-0.6991089,0
-0.17510921,0.17731613,-0.2173208,-0.4903722,-0.32118556,0.27834135,0.23550536,-0.099943005,-0.25798956,0.3829413,1
-0.258738,0.6543563,0.39147952,0.11053829,0.41095707,0.6869803,-0.85975474,0.1196154,0.50335336,-0.7296531,0
0.49207902,-0.61415684,-0.27579486,-0.19964395,0.31762335,0.83578515,0.5763579,-0.77827233,-0.79910743,-0.2961394,0
-0.26540405,0.6160561,0.41296157,0.09200479,0.40147936,0.6983956,-0.8577163,0.1570559,0.45577246,-0.71132624,0
-0.66070735,0.37650374,-0.2513129,-0.6282939,-0.044570193,-0.2782625,0.43046078,-0.3820237,0.3403927,0.45891094,1
-0.039844926,-0.051647723,0.07039577,-0.71068543,-0.33408108,-0.15723784,0.31848556,0.11127173,0.031891204,0.3357045,1
-0.68138826,0.23193125,-0.48135197,-0.83870786,-0.4057586,-0.12823687,0.65072536,-0.6367082,0.17949411,0.7763999,0
-0.04305578,-0.08040207,0.10436247,-0.71238947,-0.32525524,-0.08429993,0.28703806,0.14675406,0.0037697128,0.29203737,1
-0.4200969,0.24713372,-0.23288386,-0.47054595,-0.21046083,0.11632228,0.056141213,-0.19754519,-0.22343183,0.43051004,1
-0.126265,0.45103434,-0.3758394,-0.68388635,-0.29479146,0.25907522,0.38475007,-0.42114615,-0.10816891,0.24113776,1
-0.092015855,-0.21220356,0.17818691,-0.4033399,-0.22943944,-0.48661414,0.25781673,0.0028887754,-0.028266089,0.28777796,1
0.6426801,-0.5853378,-0.46160948,0.55999476,0.075975224,0.4311539,-0.23728728,-0.28133795,-0.6218483,-0.17538595,1
-0.34717953,-0.6865708,0.8356884,-0.52758455,-0.19200619,-0.10464624,0.44927797,0.5942126,0.40579456,-0.22392945,0
-0.043688267,-0.05561467,0.077836476,-0.7117668,-0.3326256,-0.15293054,0.31652164,0.11413568,0.033450823,0.33217332,1
-0.26202223,0.16147526,-0.11247892,-0.50017184,-0.28026518,0.08411165,0.14946337,-0.09837911,-0.19035865,0.39680332,1
-0.7392879,0.2438582,-0.2880021,-0.68729347,-0.14418101,-0.3768925,-0.02854254,-0.39845872,-0.11122069,0.58307123,0
-0.23225895,0.627512,0.4278376,0.058055114,0.40154263,0.68547994,-0.8468505,0.1535611,0.44259995,-0.7238855,0
-0.026125178,-0.037760977,0.044129767,-0.7068302,-0.33947954,-0.172735,0.32492164,0.10089462,0.026942018,0.34747013,1
-0.2868513,0.59363604,0.41012627,0.10517152,0.3917481,0.6833202,-0.8584922,0.19484288,0.4896562,-0.7120089,0
0.413384,-0.056990236,-0.30831966,0.7541224,0.51723206,-0.24002768,-0.5635657,-0.27254266,-0.1549145,0.05484939,0
-0.038221687,-0.61473036,0.7546261,-0.43227345,-0.07363507,0.18478614,0.080614924,0.42400923,0.10178038,-0.38004193,1
-0.36840415,0.14609487,-0.4931099,-0.6431617,-0.4237438,0.2460417,0.5828111,-0.4114112,-0.24922794,0.7023958,1
-0.29188287,0.6241806,0.4032391,0.104582,0.40146688,0.6761858,-0.8606548,0.17982838,0.50590974,-0.7191799,0
-0.3309291,0.29936013,-0.1029702,-0.7257694,0.06550053,-0.21820125,-0.10328513,0.056294065,0.6307499,-0.56598,1
-0.04032515,-0.049183324,0.05547465,-0.71199673,-0.33795038,-0.1647811,0.32791433,0.10278044,0.030412437,0.34915966,1
0.085227266,0.64221776,-0.3795604,-0.04047323,0.015243946,0.27330205,0.13042068,-0.32377818,-0.24696118,0.45333707,1
-0.4780098,0.5969306,0.31758788,0.22630885,0.38591656,0.6057336,-0.8818031,0.26438364,0.6605615,-0.67399126,0
-0.41359922,0.42395318,0.20229134,0.29367045,0.47063258,0.685152,-0.85110235,0.1047081,0.59717727,-0.7071422,0
-0.35894045,0.60282946,0.37387526,0.15048406,0.39625505,0.666002,-0.87205213,0.22480705,0.5448654,-0.6960535,0
-0.10111099,0.50507855,0.43825695,-0.18886168,0.35380968,0.8350092,-0.8273677,-0.27077785,0.09785981,-0.72509634,0
-0.36335722,0.19791283,-0.3510056,-0.54431266,-0.33887374,0.2266684,0.3435757,-0.2990172,-0.26365158,0.5633723,1
-0.42844743,0.4745778,0.48769176,0.090793364,0.29258925,0.60710585,-0.8148206,0.080235414,0.60981345,-0.70972466,0
-0.48549756,0.02064859,0.30744338,-0.42866924,-0.039423432,-0.6333231,0.07752333,-0.11340641,0.45443103,-0.01880881,1
-0.34837294,0.40702567,0.5049671,0.20246796,0.35113508,0.6637807,-0.8702923,-0.059218768,0.57697755,-0.79039305,0
-0.26484716,0.4047176,0.04673225,0.32588702,0.28812793,0.5110356,-0.8663916,0.30062097,0.6911,-0.83207095,0
-0.64192027,0.08744944,-0.35491192,-0.77255917,-0.07093165,-0.2673501,-0.30885258,-0.27035025,-0.17319332,0.46629274,0
0.4426874,-0.40496525,-0.29287326,0.75963223,0.22234915,-0.17667648,-0.5743577,-0.03161525,-0.018333217,0.03449979,0
-0.06623048,0.21251689,-0.33087072,-0.55442697,-0.33608678,0.27396214,0.24669284,-0.08266762,-0.25793475,0.3813696,1
-0.39525303,0.3246495,0.3964967,0.24645405,0.32348612,0.617105,-0.83349067,0.1800851,0.7048816,-0.7817159,0
-0.61181253,-0.0037706015,0.4729888,-0.5107193,-0.06441248,-0.7276083,-0.12175196,-0.0010705288,0.46474025,0.15700547,1
-0.25763208,0.16069189,-0.08558358,-0.5297632,-0.26700145,0.10251708,0.12875171,-0.082145125,-0.19819225,0.36812985,1
-0.031055482,-0.039349202,0.037341755,-0.70934457,-0.3414027,-0.17462286,0.3329078,0.095866784,0.02639138,0.35799837,1
-0.48922727,-0.04049849,-0.49036708,-0.7010461,-0.47163367,-0.24509622,0.8211495,-0.4492205,0.05399679,0.8437627,0
-0.6377979,0.16230248,-0.4343507,-0.788853,-0.44217575,-0.19437501,0.70884675,-0.62488234,0.19733013,0.76622975,1
0.6408596,-0.7139596,-0.07617191,0.61835396,-0.13739383,0.16766429,0.14917976,-0.73937804,0.4813147,-0.25360122,0
0.46820897,-0.26777998,-0.27812594,0.7405348,0.35118458,-0.28468588,-0.4896843,-0.10659088,0.031634815,-0.05694357,0
-0.24056536,0.64394367,0.40474215,0.08200806,0.40954027,0.69269484,-0.85642326,0.15380365,0.44431433,-0.7173773,0
0.11151414,-0.23116659,0.04048174,-0.4004829,-0.30949032,-0.4206122,0.4173279,0.028042827,-0.11275352,0.34826097,1
-0.067970216,-0.081408106,0.12559113,-0.71856827,-0.3239058,-0.12583004,0.30265883,0.13192807,0.04485072,0.30769143,1
0.11952863,-0.41574934,0.5020721,-0.51536775,-0.18093851,-0.04006251,0.30209413,0.16682245,-0.2125759,-0.015632452,1
-0.38055593,0.5525436,0.32623315,0.017512176,0.39299315,0.73336893,-0.86794776,-0.059290726,0.5441894,-0.7611198,0
-0.052207034,0.31254128,-0.0749987,-0.54795533,-0.31430385,0.12418968,0.22105223,-0.20667009,0.096366644,0.039042413,1
0.8373649,-0.44422227,-0.51017,0.46015096,0.14000003,0.01895039,-0.19432144,-0.39496467,-0.72809577,0.25284824,1
-0.33557996,0.3484826,0.512264,0.10543726,0.27571604,0.66952306,-0.8559161,0.13964202,0.52091736,-0.72495514,0
-0.07912767,0.6027815,0.41446847,-0.12689833,0.38530007,0.8853152,-0.8395331,-0.5300936,0.024732986,-0.7067207,0
-0.24526855,-0.045368154,0.03724676,-0.5339375,-0.3092989,-0.6829003,0.46666503,0.11219134,0.537319,0.1843565,1
-0.18050592,0.36981574,0.5181104,0.12335979,0.27013728,0.6899078,-0.85856074,0.01919278,0.49773175,-0.78928274,0
-0.34491706,-0.8206961,0.26821053,-0.7551878,-0.49594405,0.027301168,0.6422619,0.12528066,0.16238357,0.56958216,1
-0.39218163,0.5827272,0.53397816,-0.091953635,0.284668,0.5180438,-0.8459741,0.017091978,0.5730493,-0.79184884,0
-0.071316846,-0.08534247,0.13253303,-0.7195281,-0.32287395,-0.12238847,0.30012256,0.13426471,0.04708525,0.30337387,1
0.5858655,-0.7061918,-0.09596322,0.70747805,-0.11443394,0.22405392,0.16171093,-0.6776037,0.46134,-0.1722713,0
0.4848255,-0.44526133,-0.24753717,0.8177574,0.3416416,-0.19360957,-0.4432023,-0.15149376,0.0781904,0.023379497,0
-0.37232476,0.02628746,-0.15853497,-0.6655484,-0.24940045,-0.39873287,0.5752033,-0.15859246,0.33913788,0.13013494,1
0.64350915,-0.36771318,-0.41316178,0.5614773,0.3134119,0.040765945,-0.58049697,-0.3044118,-0.7839249,0.06481178,1
-0.21718247,0.12597239,-0.15897854,-0.34865442,-0.33000308,-0.5654832,0.49836951,-0.07788164,0.5556821,0.03121487,1
-0.6483046,0.49688017,-0.3248061,-0.41088986,-0.030004358,-0.24066556,0.18780904,-0.21697217,0.47109526,0.039010853,1
-0.65178174,0.2304348,-0.4187162,-0.71614873,-0.20477104,-0.21153907,0.5970344,-0.48630026,0.090183236,0.7378527,1
